ID,ComplaintID,ComplaintStatusID,StatusDate
6046,12560,1,2019-06-05
6048,12560,3,2019-06-05
6073,12560,9,2019-06-06
6034,12561,1,2019-06-04
6035,12561,4,2019-06-04
6085,12561,1,2019-06-06
6097,12561,9,2019-06-06
6038,12562,2,2019-06-04
6042,12562,9,2019-06-04
6039,12563,1,2019-06-04
6040,12563,4,2019-06-04
6087,12563,3,2019-06-06
6402,12563,1,2019-06-28
6404,12563,9,2019-06-28
6051,12564,1,2019-06-05
6053,12564,4,2019-06-05
6143,12564,1,2019-06-11
6275,12564,3,2019-06-24
6313,12564,9,2019-06-25
6054,12565,1,2019-06-04
6122,12565,4,2019-06-10
6185,12565,1,2019-06-13
6188,12565,9,2019-06-13
6055,12566,2,2019-06-05
6099,12566,9,2019-06-06
6056,12567,2,2019-06-05
6071,12567,9,2019-06-06
6057,12568,2,2019-06-05
6072,12568,9,2019-06-06
6058,12569,2,2019-06-05
6074,12569,9,2019-06-06
6059,12570,2,2019-06-05
6100,12570,9,2019-06-06
6060,12571,2,2019-06-05
6090,12571,9,2019-06-06
6061,12572,2,2019-06-05
6077,12572,9,2019-06-06
6062,12573,1,2019-06-05
6161,12573,9,2019-06-12
6065,12574,2,2019-06-05
6102,12574,9,2019-06-06
6066,12575,2,2019-06-05
6081,12575,9,2019-06-06
6067,12576,2,2019-06-05
6095,12576,9,2019-06-06
6075,12577,1,2019-06-06
6146,12577,9,2019-06-11
6076,12578,1,2019-06-05
6080,12578,4,2019-06-06
6246,12578,9,2019-06-20
6079,12579,1,2019-06-05
6083,12579,4,2019-06-06
6112,12579,1,2019-06-07
6170,12579,9,2019-06-12
6091,12580,1,2019-06-05
6092,12580,4,2019-06-06
6093,12580,1,2019-06-06
6094,12580,9,2019-06-06
6096,12581,1,2019-06-06
6191,12581,3,2019-06-13
6503,12581,9,2019-07-08
6104,12582,1,2019-06-07
6105,12582,4,2019-06-07
6187,12582,9,2019-06-13
6106,12583,1,2019-06-06
6107,12583,4,2019-06-07
6177,12583,9,2019-06-12
6110,12584,1,2019-06-07
6111,12584,4,2019-06-07
6119,12584,9,2019-06-10
6113,12585,2,2019-06-07
6125,12585,9,2019-06-10
6114,12586,2,2019-06-07
6128,12586,9,2019-06-10
6115,12587,2,2019-06-07
6133,12587,9,2019-06-10
6116,12588,1,2019-06-07
6117,12588,4,2019-06-07
6213,12588,9,2019-06-14
6120,12589,1,2019-06-10
6121,12589,9,2019-06-10
6123,12590,1,2019-06-07
6124,12590,4,2019-06-10
6499,12590,1,2019-07-08
6500,12590,4,2019-07-08
6501,12590,1,2019-07-08
6504,12590,3,2019-07-08
6606,12590,9,2019-07-16
6126,12591,1,2019-06-10
6127,12591,4,2019-06-10
6489,12591,9,2019-07-05
6130,12592,1,2019-05-21
6131,12592,9,2019-06-10
6132,12593,1,2019-06-10
6134,12593,4,2019-06-10
6164,12593,9,2019-06-12
6135,12594,1,2019-06-10
6180,12594,4,2019-06-12
6226,12594,1,2019-06-18
6279,12594,3,2019-06-24
6505,12594,9,2019-07-08
6137,12595,1,2019-06-10
6138,12595,4,2019-06-11
6145,12595,1,2019-06-11
6181,12595,9,2019-06-13
6139,12596,1,2019-06-10
6140,12596,4,2019-06-11
6156,12596,1,2019-06-12
6262,12596,3,2019-06-21
6405,12596,9,2019-07-01
6141,12597,1,2019-06-11
6142,12597,4,2019-06-11
6144,12597,1,2019-06-11
6182,12597,9,2019-06-13
6149,12598,1,2019-06-11
6162,12598,4,2019-06-12
6169,12598,1,2019-06-12
6189,12598,4,2019-06-13
6260,12598,1,2019-06-21
6302,12598,3,2019-06-25
6515,12598,9,2019-07-09
6150,12599,1,2019-06-10
6151,12599,4,2019-06-11
6171,12599,1,2019-06-12
6464,12599,9,2019-07-04
6152,12600,1,2019-06-10
6153,12600,4,2019-06-11
6463,12600,9,2019-07-04
6154,12601,1,2019-06-10
6271,12601,9,2019-06-24
6157,12602,1,2019-06-07
6158,12602,4,2019-06-12
6228,12602,9,2019-06-18
6159,12603,1,2019-06-12
6160,12603,4,2019-06-12
6274,12603,3,2019-06-24
6276,12603,9,2019-06-24
6165,12604,1,2019-06-11
6168,12604,4,2019-06-12
6231,12604,3,2019-06-19
6414,12604,9,2019-07-01
6166,12605,1,2019-06-11
6167,12605,4,2019-06-12
6308,12605,1,2019-06-25
6323,12605,9,2019-06-26
6172,12606,1,2019-06-12
6173,12606,4,2019-06-12
6209,12606,3,2019-06-14
6417,12606,9,2019-07-01
6174,12607,1,2019-06-12
6175,12607,4,2019-06-12
6207,12607,9,2019-06-14
6176,12608,2,2019-06-12
6186,12608,9,2019-06-13
6178,12609,1,2019-06-12
6179,12609,4,2019-06-12
6227,12609,1,2019-06-18
6273,12609,3,2019-06-24
6312,12609,9,2019-06-25
6183,12610,1,2019-06-12
6184,12610,4,2019-06-13
6229,12610,1,2019-06-19
6230,12610,9,2019-06-19
6190,12611,2,2019-06-13
6194,12611,9,2019-06-13
6192,12612,2,2019-06-13
6206,12612,9,2019-06-14
6193,12613,2,2019-06-13
6195,12613,9,2019-06-13
6196,12614,2,2019-06-13
6201,12614,9,2019-06-13
6197,12615,2,2019-06-13
6202,12615,9,2019-06-13
6198,12616,2,2019-06-13
6203,12616,9,2019-06-13
6199,12617,2,2019-06-13
6204,12617,9,2019-06-13
6200,12618,2,2019-06-13
6205,12618,9,2019-06-13
6210,12619,1,2019-06-13
6211,12619,4,2019-06-14
6264,12619,1,2019-06-21
6335,12619,3,2019-06-26
6426,12619,9,2019-07-02
6212,12620,1,2019-06-14
6216,12620,4,2019-06-18
6307,12620,1,2019-06-25
6431,12620,3,2019-07-02
6433,12620,9,2019-07-02
6214,12621,1,2019-06-14
6309,12621,3,2019-06-25
6555,12621,4,2019-07-11
6636,12621,9,2019-07-19
6217,12622,1,2019-06-14
6218,12622,4,2019-06-18
6399,12622,1,2019-06-28
6401,12622,3,2019-06-28
6440,12622,9,2019-07-02
6219,12623,1,2019-06-14
6338,12623,4,2019-06-26
6367,12623,3,2019-06-27
6438,12623,9,2019-07-02
6220,12624,1,2019-06-14
6340,12624,4,2019-06-26
6368,12624,3,2019-06-27
6439,12624,9,2019-07-02
6221,12625,2,2019-06-18
6222,12625,9,2019-06-18
6232,12626,1,2019-06-19
6233,12626,4,2019-06-19
6266,12626,9,2019-06-21
6234,12627,1,2019-06-19
6235,12627,4,2019-06-19
6238,12627,9,2019-06-20
6236,12628,2,2019-06-19
6270,12628,9,2019-06-24
6237,12629,2,2019-06-19
6272,12629,9,2019-06-24
6239,12630,1,2019-06-19
6241,12630,9,2019-06-20
6240,12631,1,2019-06-12
6243,12631,3,2019-06-20
6277,12631,9,2019-06-24
6244,12632,1,2019-06-19
6245,12632,4,2019-06-20
6247,12632,9,2019-06-20
6250,12633,1,2019-06-20
6251,12633,4,2019-06-20
6484,12633,1,2019-07-05
6628,12633,9,2019-07-18
6252,12634,1,2019-06-18
6253,12634,4,2019-06-21
6435,12634,1,2019-07-02
6507,12634,3,2019-07-08
6860,12634,9,2019-08-06
6254,12635,1,2019-06-21
6332,12635,4,2019-06-26
6694,12635,3,2019-07-25
6697,12635,4,2019-07-26
6698,12635,3,2019-07-26
6796,12635,9,2019-07-31
6255,12636,1,2019-06-18
6256,12636,4,2019-06-21
6383,12636,1,2019-06-28
6394,12636,3,2019-06-28
6406,12636,1,2019-07-01
6409,12636,4,2019-07-01
6465,12636,9,2019-07-04
6257,12637,1,2019-06-21
6258,12637,4,2019-06-21
6304,12637,3,2019-06-25
6878,12637,9,2019-08-07
6259,12638,1,2019-06-19
6261,12638,4,2019-06-21
6281,12638,3,2019-06-24
6343,12638,9,2019-06-26
6265,12639,2,2019-06-21
6267,12639,9,2019-06-21
6268,12640,1,2019-06-20
6269,12640,4,2019-06-24
6357,12640,1,2019-06-27
6365,12640,3,2019-06-27
6481,12640,9,2019-07-04
6278,12641,1,2019-06-21
6329,12641,4,2019-06-26
6520,12641,1,2019-07-10
6559,12641,4,2019-07-11
6593,12641,9,2019-07-15
6280,12642,2,2019-06-24
6284,12642,9,2019-06-24
6282,12643,2,2019-06-24
6294,12643,9,2019-06-24
6283,12644,2,2019-06-24
6285,12644,9,2019-06-24
6286,12645,2,2019-06-24
6288,12645,9,2019-06-24
6287,12646,2,2019-06-24
6291,12646,9,2019-06-24
6289,12647,2,2019-06-24
6293,12647,9,2019-06-24
6295,12648,1,2019-06-21
6296,12648,4,2019-06-24
6400,12648,3,2019-06-28
6449,12648,9,2019-07-03
6298,12649,1,2019-06-11
6299,12649,9,2019-06-25
6300,12650,2,2019-06-25
6303,12650,9,2019-06-25
6305,12651,1,2019-06-25
6306,12651,4,2019-06-25
6334,12651,9,2019-06-26
6310,12652,1,2019-06-24
6395,12652,3,2019-06-28
6410,12652,4,2019-07-01
6416,12652,1,2019-07-01
6436,12652,9,2019-07-02
6314,12653,2,2019-06-25
6342,12653,9,2019-06-26
6315,12654,2,2019-06-25
6341,12654,9,2019-06-26
6316,12655,2,2019-06-25
6325,12655,9,2019-06-26
6317,12656,2,2019-06-25
6326,12656,9,2019-06-26
6318,12657,2,2019-06-25
6327,12657,9,2019-06-26
6319,12658,2,2019-06-25
6328,12658,9,2019-06-26
6320,12659,2,2019-06-25
6330,12659,9,2019-06-26
6321,12660,2,2019-06-25
6331,12660,9,2019-06-26
6322,12661,2,2019-06-25
6369,12661,9,2019-06-27
6324,12662,1,2019-06-25
6359,12662,4,2019-06-27
6378,12662,1,2019-06-27
6519,12662,4,2019-07-10
6521,12662,3,2019-07-10
6889,12662,9,2019-08-08
6333,12663,2,2019-06-26
6339,12663,9,2019-06-26
6336,12664,1,2019-06-26
6337,12664,4,2019-06-26
6486,12664,1,2019-07-05
6488,12664,9,2019-07-05
6344,12665,2,2019-06-26
6348,12665,9,2019-06-26
6345,12666,2,2019-06-26
6349,12666,9,2019-06-26
6346,12667,2,2019-06-26
6350,12667,9,2019-06-26
6347,12668,2,2019-06-26
6351,12668,9,2019-06-26
6352,12669,2,2019-06-26
6496,12669,9,2019-07-08
6353,12670,2,2019-06-26
6403,12670,9,2019-06-28
6354,12671,2,2019-06-26
6358,12671,9,2019-06-27
6355,12672,2,2019-06-26
6360,12672,9,2019-06-27
6356,12673,2,2019-06-26
6361,12673,9,2019-06-27
6362,12674,1,2019-06-26
6363,12674,4,2019-06-27
6605,12674,1,2019-07-16
6631,12674,4,2019-07-18
6689,12674,3,2019-07-24
6696,12674,4,2019-07-26
6726,12674,3,2019-07-29
6853,12674,9,2019-08-05
6364,12675,2,2019-06-27
6376,12675,9,2019-06-27
6366,12676,1,2019-06-27
6389,12676,3,2019-06-28
6478,12676,4,2019-07-04
6645,12676,3,2019-07-22
6721,12676,9,2019-07-29
6370,12681,1,2019-06-27
6390,12681,3,2019-06-28
6451,12681,4,2019-07-03
6644,12681,3,2019-07-22
6720,12681,9,2019-07-29
6371,12682,2,2019-06-27
6377,12682,9,2019-06-27
6372,12683,1,2019-06-26
6396,12683,3,2019-06-28
6444,12683,4,2019-07-03
6475,12683,9,2019-07-04
6375,12684,2,2019-06-27
6379,12684,9,2019-06-27
6380,12685,2,2019-06-27
6381,12685,9,2019-06-27
6382,12686,1,2019-06-27
6446,12686,9,2019-07-03
6384,12687,2,2019-06-28
6397,12687,9,2019-06-28
6385,12688,2,2019-06-28
6393,12688,9,2019-06-28
6386,12689,1,2019-06-28
6388,12689,4,2019-06-28
6407,12689,1,2019-07-01
6434,12689,3,2019-07-02
6479,12689,9,2019-07-04
6387,12690,2,2019-06-28
6432,12690,9,2019-07-02
6391,12691,2,2019-06-28
6398,12691,9,2019-06-28
6392,12692,2,2019-06-28
6470,12692,9,2019-07-04
6411,12693,1,2019-06-28
6413,12693,4,2019-07-01
6437,12693,9,2019-07-02
6412,12694,1,2019-07-01
6423,12694,9,2019-07-02
6415,12695,2,2019-07-01
6445,12695,9,2019-07-03
6418,12696,2,2019-07-01
6424,12696,9,2019-07-02
6419,12697,2,2019-07-01
6427,12697,9,2019-07-02
6420,12698,2,2019-07-01
6428,12698,9,2019-07-02
6421,12699,2,2019-07-01
6429,12699,9,2019-07-02
6422,12700,2,2019-07-01
6430,12700,9,2019-07-02
6425,12701,1,2019-06-28
6516,12701,4,2019-07-09
6522,12701,1,2019-07-10
6525,12701,9,2019-07-10
6441,12702,1,2019-07-02
6476,12702,3,2019-07-04
6477,12702,9,2019-07-04
6442,12703,1,2019-07-02
6443,12703,4,2019-07-03
6450,12703,9,2019-07-03
6447,12704,2,2019-07-03
6448,12704,9,2019-07-03
6452,12705,2,2019-07-03
6469,12705,9,2019-07-04
6453,12706,2,2019-07-03
6457,12706,9,2019-07-03
6454,12707,2,2019-07-03
6459,12707,9,2019-07-03
6455,12708,2,2019-07-03
6460,12708,9,2019-07-03
6456,12709,2,2019-07-03
6461,12709,9,2019-07-03
6458,12710,2,2019-07-03
6462,12710,9,2019-07-03
6467,12711,1,2019-07-03
6468,12711,4,2019-07-04
6485,12711,1,2019-07-05
6492,12711,9,2019-07-08
6471,12712,1,2019-07-04
6472,12712,4,2019-07-04
6574,12712,1,2019-07-12
6642,12712,4,2019-07-22
6656,12712,1,2019-07-23
6729,12712,3,2019-07-29
6765,12712,9,2019-07-30
6473,12713,1,2019-07-04
6474,12713,4,2019-07-04
6480,12713,1,2019-07-04
6514,12713,9,2019-07-09
6482,12714,1,2019-07-05
6483,12714,4,2019-07-05
6536,12714,9,2019-07-10
6490,12715,2,2019-07-05
6491,12715,9,2019-07-05
6493,12716,2,2019-07-08
6497,12716,9,2019-07-08
6495,12717,2,2019-07-08
6498,12717,9,2019-07-08
6506,12718,2,2019-07-08
6531,12718,9,2019-07-10
6508,12719,2,2019-07-08
6532,12719,9,2019-07-10
6509,12720,2,2019-07-08
6533,12720,9,2019-07-10
6510,12721,2,2019-07-08
6534,12721,9,2019-07-10
6517,12722,1,2019-07-09
6518,12722,4,2019-07-09
6668,12722,3,2019-07-23
6783,12722,9,2019-07-30
6523,12723,1,2019-07-10
6524,12723,4,2019-07-10
6565,12723,1,2019-07-12
6567,12723,4,2019-07-12
6862,12723,9,2019-08-06
6526,12724,2,2019-07-10
6535,12724,9,2019-07-10
6527,12725,1,2019-07-10
6530,12725,4,2019-07-10
6671,12725,9,2019-07-23
6528,12726,1,2019-07-10
6529,12726,4,2019-07-10
6670,12726,9,2019-07-23
6537,12727,2,2019-07-10
6538,12727,9,2019-07-10
6539,12728,2,2019-07-10
6552,12728,9,2019-07-11
6540,12729,2,2019-07-10
6544,12729,9,2019-07-11
6541,12730,2,2019-07-10
6560,12730,9,2019-07-11
6542,12731,2,2019-07-10
6556,12731,9,2019-07-11
6543,12732,2,2019-07-10
6557,12732,9,2019-07-11
6545,12733,2,2019-07-11
6558,12733,9,2019-07-11
6546,12734,1,2019-07-11
6547,12734,4,2019-07-11
6566,12734,1,2019-07-12
6570,12734,9,2019-07-12
6548,12735,1,2019-07-10
6549,12735,9,2019-07-11
6550,12736,1,2019-07-11
6551,12736,9,2019-07-11
6553,12737,1,2019-07-10
6554,12737,9,2019-07-11
6561,12738,1,2019-07-04
6562,12738,4,2019-07-11
6573,12738,1,2019-07-12
6609,12738,9,2019-07-16
6563,12739,1,2019-07-11
6564,12739,4,2019-07-11
6594,12739,1,2019-07-15
6604,12739,9,2019-07-16
6568,12740,2,2019-07-12
6569,12740,9,2019-07-12
6571,12741,1,2019-07-05
6572,12741,4,2019-07-12
6692,12741,3,2019-07-24
6919,12741,9,2019-08-14
6575,12742,1,2019-07-12
6611,12742,4,2019-07-16
6634,12742,9,2019-07-19
6576,12743,1,2019-07-11
6603,12743,4,2019-07-15
6612,12743,1,2019-07-16
6638,12743,3,2019-07-22
6819,12743,1,2019-08-02
6838,12743,9,2019-08-05
6577,12744,1,2019-07-12
6578,12744,4,2019-07-15
6586,12744,9,2019-07-15
6579,12745,1,2019-07-11
6580,12745,4,2019-07-15
6591,12745,1,2019-07-15
6596,12745,9,2019-07-15
6581,12746,1,2019-07-15
6582,12746,4,2019-07-15
6585,12746,9,2019-07-15
6583,12747,1,2019-07-15
6584,12747,4,2019-07-15
6608,12747,9,2019-07-16
6587,12748,1,2019-07-15
6610,12748,4,2019-07-16
6613,12748,9,2019-07-17
6588,12749,2,2019-07-15
6598,12749,9,2019-07-15
6589,12750,2,2019-07-15
6599,12750,9,2019-07-15
6590,12751,1,2019-07-15
6883,12751,3,2019-08-07
6910,12751,9,2019-08-12
6592,12752,2,2019-07-15
6600,12752,9,2019-07-15
6595,12753,2,2019-07-15
6601,12753,9,2019-07-15
6597,12754,2,2019-07-15
6602,12754,9,2019-07-15
6607,12755,1,2019-07-16
6637,12755,3,2019-07-19
6843,12755,9,2019-08-05
6614,12756,1,2019-07-17
6615,12756,4,2019-07-17
6622,12756,9,2019-07-17
6616,12757,1,2019-07-17
6620,12757,9,2019-07-17
6617,12758,2,2019-07-17
6623,12758,9,2019-07-17
6618,12759,1,2019-07-16
6619,12759,3,2019-07-17
6840,12759,9,2019-08-05
6621,12760,1,2019-07-16
6630,12760,9,2019-07-18
6624,12761,1,2019-07-17
6625,12761,4,2019-07-18
6757,12761,1,2019-07-30
6887,12761,9,2019-08-08
6626,12762,1,2019-07-18
6627,12762,4,2019-07-18
6629,12762,1,2019-07-18
6640,12762,3,2019-07-22
6824,12762,9,2019-08-02
6632,12763,2,2019-07-19
6643,12763,9,2019-07-22
6633,12764,2,2019-07-19
6895,12764,9,2019-08-09
6639,12765,1,2019-07-17
6641,12765,4,2019-07-22
6980,12765,1,2019-08-21
6989,12765,9,2019-08-22
6646,12766,2,2019-07-22
6657,12766,9,2019-07-23
6647,12767,2,2019-07-22
6658,12767,9,2019-07-23
6648,12768,2,2019-07-22
6659,12768,9,2019-07-23
6649,12769,2,2019-07-22
6660,12769,9,2019-07-23
6650,12770,2,2019-07-22
6661,12770,9,2019-07-23
6651,12771,2,2019-07-22
6662,12771,9,2019-07-23
6652,12772,2,2019-07-22
6663,12772,9,2019-07-23
6653,12773,2,2019-07-22
6664,12773,9,2019-07-23
6654,12774,2,2019-07-22
6665,12774,9,2019-07-23
6655,12775,2,2019-07-22
6667,12775,9,2019-07-23
6666,12776,2,2019-07-23
6786,12776,9,2019-07-31
6669,12777,1,2019-07-23
6672,12777,4,2019-07-23
6834,12777,9,2019-08-05
6673,12778,1,2019-07-23
6674,12778,4,2019-07-23
6777,12778,1,2019-07-30
6782,12778,3,2019-07-30
6917,12778,4,2019-08-14
6938,12778,9,2019-08-16
6675,12779,1,2019-07-23
6676,12779,4,2019-07-23
6778,12779,1,2019-07-30
6780,12779,4,2019-07-30
6781,12779,3,2019-07-30
6918,12779,4,2019-08-14
6952,12779,9,2019-08-19
6677,12780,1,2019-07-23
6684,12780,3,2019-07-24
6872,12780,9,2019-08-07
6678,12781,1,2019-07-24
6679,12781,4,2019-07-24
6855,12781,1,2019-08-06
6861,12781,9,2019-08-06
6680,12782,2,2019-07-24
6682,12782,9,2019-07-24
6681,12783,2,2019-07-24
6683,12783,9,2019-07-24
6685,12784,2,2019-07-24
6686,12784,9,2019-07-24
6687,12785,2,2019-07-24
6688,12785,9,2019-07-24
6690,12786,2,2019-07-24
6691,12786,9,2019-07-24
6693,12787,1,2019-07-25
6695,12787,4,2019-07-25
6839,12787,9,2019-08-05
6699,12788,1,2019-07-26
6700,12788,4,2019-07-26
6956,12788,1,2019-08-19
6982,12788,3,2019-08-21
6990,12788,4,2019-08-22
6993,12788,1,2019-08-22
7019,12788,9,2019-08-23
6701,12789,2,2019-07-26
6713,12789,9,2019-07-26
6702,12790,2,2019-07-26
6715,12790,9,2019-07-26
6703,12791,2,2019-07-26
6717,12791,9,2019-07-26
6704,12792,2,2019-07-26
6719,12792,9,2019-07-26
6705,12793,2,2019-07-26
6722,12793,9,2019-07-29
6706,12794,2,2019-07-26
6723,12794,9,2019-07-29
6707,12795,2,2019-07-26
6724,12795,9,2019-07-29
6708,12796,2,2019-07-26
6725,12796,9,2019-07-29
6709,12797,2,2019-07-26
6846,12797,9,2019-08-05
6710,12798,2,2019-07-26
6731,12798,9,2019-07-29
6711,12799,2,2019-07-26
6732,12799,9,2019-07-29
6712,12800,2,2019-07-26
6733,12800,9,2019-07-29
6714,12801,2,2019-07-26
6734,12801,9,2019-07-29
6716,12802,1,2019-07-25
6718,12802,4,2019-07-26
6863,12802,1,2019-08-07
6886,12802,3,2019-08-08
6901,12802,9,2019-08-09
6727,12803,1,2019-07-29
6730,12803,4,2019-07-29
6785,12803,1,2019-07-31
6791,12803,3,2019-07-31
6907,12803,9,2019-08-12
6728,12804,1,2019-07-29
6784,12804,3,2019-07-31
6908,12804,9,2019-08-12
6735,12805,1,2019-07-29
6739,12805,9,2019-07-29
6736,12806,1,2019-07-29
6737,12806,4,2019-07-29
6758,12806,1,2019-07-30
6787,12806,3,2019-07-31
6994,12806,4,2019-08-22
7012,12806,1,2019-08-23
7020,12806,9,2019-08-23
6738,12807,1,2019-07-29
6740,12807,4,2019-07-29
6790,12807,1,2019-07-31
6805,12807,4,2019-08-01
6814,12807,3,2019-08-01
6894,12807,9,2019-08-08
6741,12808,2,2019-07-29
6759,12808,9,2019-07-30
6742,12809,2,2019-07-29
6771,12809,9,2019-07-30
6743,12810,2,2019-07-29
6772,12810,9,2019-07-30
6744,12811,2,2019-07-29
6760,12811,9,2019-07-30
6745,12812,2,2019-07-29
6773,12812,9,2019-07-30
6746,12813,2,2019-07-29
6761,12813,9,2019-07-30
6747,12814,2,2019-07-29
6762,12814,9,2019-07-30
6748,12815,2,2019-07-29
6763,12815,9,2019-07-30
6749,12816,2,2019-07-29
6774,12816,9,2019-07-30
6750,12817,2,2019-07-29
6775,12817,9,2019-07-30
6751,12818,2,2019-07-29
6764,12818,9,2019-07-30
6752,12819,2,2019-07-29
6766,12819,9,2019-07-30
6753,12820,2,2019-07-29
6767,12820,9,2019-07-30
6754,12821,2,2019-07-29
6768,12821,9,2019-07-30
6755,12822,2,2019-07-29
6769,12822,9,2019-07-30
6756,12823,2,2019-07-29
6770,12823,9,2019-07-30
6776,12824,1,2019-07-30
6779,12824,3,2019-07-30
6806,12824,9,2019-08-01
6788,12825,2,2019-07-31
6794,12825,9,2019-07-31
6789,12826,2,2019-07-31
6797,12826,9,2019-07-31
6792,12827,2,2019-07-31
6798,12827,9,2019-07-31
6793,12828,1,2019-07-31
6808,12828,4,2019-08-01
6816,12828,1,2019-08-01
6890,12828,3,2019-08-08
6984,12828,9,2019-08-21
6795,12829,2,2019-07-31
6801,12829,9,2019-07-31
6799,12830,1,2019-07-31
6807,12830,3,2019-08-01
6817,12830,9,2019-08-01
6800,12831,2,2019-07-31
6803,12831,9,2019-07-31
6802,12832,2,2019-07-31
6804,12832,9,2019-07-31
6809,12833,1,2019-07-31
6810,12833,4,2019-08-01
6818,12833,1,2019-08-02
6897,12833,3,2019-08-09
6942,12833,9,2019-08-16
6811,12834,1,2019-08-01
6812,12834,9,2019-08-01
6813,12835,1,2019-07-31
6815,12835,3,2019-08-01
6854,12835,9,2019-08-05
6820,12836,1,2019-08-02
6821,12836,4,2019-08-02
6851,12836,1,2019-08-05
6902,12836,3,2019-08-09
6957,12836,9,2019-08-19
6822,12837,1,2019-08-01
6823,12837,4,2019-08-02
7054,12837,9,2019-08-26
6825,12838,1,2019-08-02
6826,12838,4,2019-08-02
7109,12838,1,2019-08-29
7120,12838,4,2019-08-29
7184,12838,3,2019-09-03
7199,12838,9,2019-09-05
6827,12839,2,2019-08-02
6845,12839,9,2019-08-05
6828,12840,2,2019-08-02
6835,12840,9,2019-08-05
6829,12841,2,2019-08-02
6841,12841,9,2019-08-05
6830,12842,2,2019-08-02
6842,12842,9,2019-08-05
6831,12843,2,2019-08-02
6850,12843,9,2019-08-05
6832,12844,1,2019-08-02
6915,12844,9,2019-08-13
6833,12845,2,2019-08-02
6844,12845,9,2019-08-05
6836,12846,1,2019-08-02
6852,12846,9,2019-08-05
6837,12847,1,2019-08-05
6856,12847,3,2019-08-06
6905,12847,9,2019-08-12
6847,12848,1,2019-08-05
6877,12848,9,2019-08-07
6848,12851,1,2019-08-05
6859,12851,3,2019-08-06
6899,12851,9,2019-08-09
6857,12852,1,2019-08-02
6858,12852,9,2019-08-06
6864,12853,2,2019-08-07
6870,12853,9,2019-08-07
6865,12854,2,2019-08-07
6876,12854,9,2019-08-07
6866,12855,2,2019-08-07
6873,12855,9,2019-08-07
6867,12856,2,2019-08-07
6874,12856,9,2019-08-07
6868,12857,1,2019-08-06
6869,12857,9,2019-08-07
6871,12858,2,2019-08-07
6875,12858,9,2019-08-07
6879,12859,2,2019-08-07
6881,12859,9,2019-08-07
6880,12860,2,2019-08-07
6882,12860,9,2019-08-07
6884,12861,2,2019-08-07
6885,12861,9,2019-08-07
6888,12862,1,2019-08-08
6891,12862,4,2019-08-08
6986,12862,1,2019-08-22
7002,12862,9,2019-08-23
6892,12863,1,2019-08-08
6893,12863,4,2019-08-08
6896,12863,1,2019-08-09
6900,12863,3,2019-08-09
6914,12863,9,2019-08-13
6898,12864,1,2019-08-07
6911,12864,3,2019-08-12
6959,12864,9,2019-08-19
6903,12865,1,2019-08-09
6904,12865,4,2019-08-09
6987,12865,1,2019-08-22
7029,12865,9,2019-08-26
6906,12866,1,2019-08-12
6945,12866,3,2019-08-16
6974,12866,4,2019-08-21
7430,12866,9,2019-09-26
6909,12867,1,2019-08-08
6948,12867,4,2019-08-16
6981,12867,9,2019-08-21
6912,12868,1,2019-08-13
6946,12868,3,2019-08-16
7009,12868,9,2019-08-23
6913,12869,1,2019-08-12
6916,12869,4,2019-08-14
6935,12869,1,2019-08-16
6937,12869,9,2019-08-16
6920,12870,1,2019-08-02
6944,12870,3,2019-08-16
6951,12870,9,2019-08-16
6921,12871,1,2019-08-14
6922,12871,4,2019-08-14
7071,12871,1,2019-08-27
7093,12871,3,2019-08-28
7180,12871,9,2019-09-03
6923,12872,1,2019-08-14
6924,12872,4,2019-08-14
7195,12872,9,2019-09-04
6925,12873,1,2019-08-14
6926,12873,4,2019-08-14
7110,12873,1,2019-08-29
7185,12873,4,2019-09-03
7225,12873,3,2019-09-10
7240,12873,9,2019-09-11
6927,12874,1,2019-08-14
6928,12874,4,2019-08-14
6936,12874,1,2019-08-16
6941,12874,4,2019-08-16
6947,12874,3,2019-08-16
7011,12874,1,2019-08-23
7027,12874,9,2019-08-26
6929,12875,1,2019-08-13
6930,12875,4,2019-08-14
6991,12875,1,2019-08-22
6992,12875,4,2019-08-22
7074,12875,3,2019-08-27
7169,12875,4,2019-09-02
7219,12875,1,2019-09-06
7223,12875,9,2019-09-09
6931,12876,1,2019-08-14
6932,12876,4,2019-08-16
7003,12876,9,2019-08-23
6933,12877,1,2019-08-16
6934,12877,4,2019-08-16
6953,12877,9,2019-08-19
6939,12878,1,2019-07-31
6940,12878,3,2019-08-16
6943,12878,9,2019-08-16
6949,12879,1,2019-08-16
6950,12879,4,2019-08-16
7044,12879,9,2019-08-26
6954,12880,1,2019-08-12
6955,12880,9,2019-08-19
6958,12881,1,2019-08-19
6965,12881,9,2019-08-20
6960,12882,1,2019-08-20
6961,12882,9,2019-08-20
6962,12883,1,2019-08-20
6963,12883,4,2019-08-20
6964,12883,3,2019-08-20
7099,12883,4,2019-08-28
7244,12883,3,2019-09-12
7249,12883,9,2019-09-12
6966,12884,2,2019-08-20
6971,12884,9,2019-08-21
6967,12885,2,2019-08-20
6972,12885,9,2019-08-21
6968,12886,1,2019-08-20
6970,12886,4,2019-08-20
6985,12886,1,2019-08-22
7043,12886,3,2019-08-26
7143,12886,9,2019-08-30
6969,12887,2,2019-08-20
6973,12887,9,2019-08-21
6975,12888,1,2019-08-21
6976,12888,4,2019-08-21
6977,12888,1,2019-08-21
